'att1','att2','att3','att4','att5','att6','att7','att8','att9','att10','att11','att12','att13','att14','att15','att16','att17','att18','att19','att20','att21',outlier
0.75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.001132075,0.080779944,0.197324415,0.300925926,0.225,0
0.239583333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72E-04,0.164345404,0.235785953,0.537037037,0.165625,0
0.479166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003584906,0.13091922,0.16722408,0.527777778,0.11875,0
0.65625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001698113,0.091922006,0.12541806,0.337962963,0.1296875,0
0.229166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72E-04,0.142061281,0.22909699,0.337962963,0.2359375,0
0.708333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72E-04,0.086350975,0.140468227,0.24537037,0.1890625,0
0.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72E-04,0.125348189,0.210702341,0.402777778,0.1859375,0
0.489583333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003924528,0.108635097,0.140468227,0.282407407,0.16875,0
0.6875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245283,0.13091922,0.142140468,0.425925926,0.121875,0
0.78125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89E-04,0.158774373,0.204013378,0.513888889,0.1484375,0
0.635416667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.020754717,0.04178273,0.118729097,0.263888889,0.15,1
0.177083333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.89E-04,0.125348189,0.160535117,0.314814815,0.1765625,0
0.604166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001509434,0.125348189,0.153846154,0.37962963,0.144921875,0
0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001132075,0.125348189,0.185618729,0.393518519,0.1703125,0
0.541666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004339623,0.108635097,0.102006689,0.361111111,0.1,0
0.395833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89E-04,0.097493036,0.147157191,0.25,0.19375,0
0.395833333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.001132075,0.108635097,0.18729097,0.384259259,0.175,0
0.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003018868,0.097493036,0.127090301,0.347222222,0.1296875,0
0.65625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060377358,0.075208914,0.138795987,0.458333333,0.1078125,0
0.510416667,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.11509434,0.050696379,0.018394649,0.458333333,0.0140625,1
0.78125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89E-04,0.113091922,0.160535117,0.388888889,0.1484375,0
0.635416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006981132,0.111977716,0.140468227,0.342592593,0.1453125,0
0.645833333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.003566038,0.111977716,0.182575251,0.37962963,0.171984375,0
0.541666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001132075,0.142061281,0.224080268,0.472222222,0.175,0
0.635416667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003924528,0.113091922,0.142140468,0.351851852,0.14375,0
0.791666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001698113,0.13091922,0.163879599,0.291666667,0.190625,0
0.791666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001509434,0.075208914,0.204013378,0.476851852,0.1578125,0
0.802083333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.047169811,0.04735376,0.080267559,0.310185185,0.090625,1
